"OTU" "name" "all" "AF_A" "AF_B" "AM_A" "AM_B" "AQ_A" "AQ_B" "AX_A" "AX_B" "BB_A" "BB_B" "BF_A" "BF_B" "BI_A" "BI_B" "BM_A" "BM_B" "BU_A" "BU_B" "BX_A" "BX_B"
"3531" 3531 "BX_B_50072_3_544*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"3532" 3532 "BF_B_17838_3_329*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3533" 3533 "BM_B_27349_4_276*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
"3534" 3534 "BB_A_12894_3_255*" 145 0 0 0 0 0 0 0 0 8 6 6 30 0 0 25 44 1 0 7 18
"3535" 3535 "BF_B_20779_3_819*" 7 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 1 2
"3536" 3536 "BF_B_6724_3_812*" 17 0 0 0 0 0 0 0 0 1 2 1 2 0 0 2 4 1 0 1 3
"3537" 3537 "BX_B_139358_3_146*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"3538" 3538 "BF_B_23558_3_956*" 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0
"3539" 3539 "BX_B_169167_3_124*" 8 0 0 0 0 0 0 0 0 1 0 0 3 0 0 1 2 0 0 0 1
"3540" 3540 "AX_A_10447_2_18*" 4 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0
"3541" 3541 "BM_A_17551_4_33*" 9 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 4 0 0 0 1
"3542" 3542 "BF_B_2799_3_407*" 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"3543" 3543 "BB_A_14291_3_251*" 7 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 1 0 0 0 2
"3544" 3544 "BF_B_12824_3_588*" 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0
"3545" 3545 "BX_B_46681_3_537*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"3546" 3546 "BF_B_3684_3_721*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3547" 3547 "BF_B_9278_3_536*" 13 0 0 0 0 0 0 0 0 0 1 0 4 0 0 3 2 0 0 1 2
"3548" 3548 "BM_A_11309_4_306*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3549" 3549 "BM_B_6562_4_353*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3550" 3550 "BF_B_12737_3_581*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3551" 3551 "BF_B_12270_3_454*" 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
"3552" 3552 "BF_B_21763_3_674*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3553" 3553 "BF_B_4035_3_442*" 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"3554" 3554 "BB_A_6344_3_342*" 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"3555" 3555 "BM_A_6681_4_734*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3556" 3556 "BB_B_28212_3_921*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"3557" 3557 "BM_B_7504_4_21*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"3558" 3558 "BM_B_22912_4_499*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3559" 3559 "BM_B_40302_4_426*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3560" 3560 "BM_B_38893_4_292*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"3561" 3561 "BB_B_4017_3_15*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"3562" 3562 "BM_B_18055_4_189*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3563" 3563 "BM_B_12649_4_624*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3564" 3564 "BM_B_30852_4_971*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3565" 3565 "BF_B_13285_3_196*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3566" 3566 "BB_A_11632_3_206*" 8 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 1 0 0 0 3
"3567" 3567 "BM_A_39188_4_361*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"3568" 3568 "BM_A_38926_4_933*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3569" 3569 "BF_A_7122_3_593*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"3570" 3570 "BB_B_109_3_849*" 3 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0
"3571" 3571 "BB_A_7907_3_172*" 43 0 0 0 0 0 0 0 0 3 3 7 10 0 0 5 9 1 0 2 3
"3572" 3572 "BM_B_22583_4_838*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3573" 3573 "BM_B_25168_4_880*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3574" 3574 "BX_B_48323_3_597*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"3575" 3575 "BX_B_221197_3_239*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"3576" 3576 "BF_A_19727_3_445*" 24 0 0 0 0 0 0 0 0 2 0 4 4 0 0 3 8 1 0 2 0
"3577" 3577 "BB_A_8174_3_585*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3578" 3578 "BX_B_122961_3_436*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"3579" 3579 "BM_A_1366_4_509*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3580" 3580 "BM_A_35866_4_5*" 19 0 0 0 0 0 0 0 0 0 3 2 1 0 0 6 4 1 0 1 1
"3581" 3581 "BM_A_12404_4_101*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3582" 3582 "BF_B_7922_3_268*" 15 0 0 0 0 0 0 0 0 0 0 1 3 0 0 3 6 1 0 0 1
"3583" 3583 "BF_A_26232_3_348*" 3 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1
"3584" 3584 "BF_B_8739_3_3*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3585" 3585 "BF_A_12060_3_680*" 15 0 0 0 0 0 0 0 0 0 1 2 3 0 0 4 3 0 0 0 2
"3586" 3586 "BF_B_12250_3_221*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3587" 3587 "BX_A_214154_3_860*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3588" 3588 "BF_A_8665_3_582*" 15 0 0 0 0 0 0 0 0 0 0 2 3 0 0 1 2 1 0 3 3
"3589" 3589 "BF_A_18342_3_343*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"3590" 3590 "BM_B_15436_4_553*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3591" 3591 "BB_B_7408_3_844*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"3592" 3592 "BM_B_1766_4_509*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3593" 3593 "BM_A_31112_4_80*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3594" 3594 "BB_A_16078_3_321*" 35 0 0 0 0 0 0 0 0 3 0 2 4 0 0 3 8 1 0 8 6
"3595" 3595 "BF_B_26345_3_980*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3596" 3596 "BF_A_17786_3_795*" 4 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1
"3597" 3597 "BX_B_142033_3_958*" 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 2
"3598" 3598 "BF_B_20194_3_798*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3599" 3599 "BB_B_19977_3_326*" 75 0 0 0 0 0 0 0 0 2 3 8 12 0 0 15 17 1 2 7 8
"3600" 3600 "BB_A_10569_3_217*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3601" 3601 "BM_A_30793_4_592*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3602" 3602 "BB_A_2963_3_848*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3603" 3603 "BB_A_10270_3_383*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3604" 3604 "BF_A_1826_3_612*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"3605" 3605 "BB_B_12812_3_624*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"3606" 3606 "BM_B_48636_4_100*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3607" 3607 "BF_A_5413_3_890*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"3608" 3608 "BF_A_12810_3_9*" 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0
"3609" 3609 "BB_A_19450_3_108*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3610" 3610 "BX_B_218376_3_225*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"3611" 3611 "BF_B_20748_3_526*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3612" 3612 "BB_A_19623_3_288*" 47 0 0 0 0 0 0 0 0 3 2 3 4 0 0 9 10 1 1 8 6
"3613" 3613 "BM_B_47162_4_591*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3614" 3614 "BF_B_7024_3_473*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3615" 3615 "BF_A_20681_3_300*" 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"3616" 3616 "BX_A_137300_3_820*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3617" 3617 "BM_A_31977_4_560*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3618" 3618 "BM_A_24242_4_459*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3619" 3619 "BM_B_27135_4_389*" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"3620" 3620 "BF_B_24786_3_299*" 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
"3621" 3621 "BM_B_29346_4_424*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3622" 3622 "BX_A_35528_3_975*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3623" 3623 "BM_B_17790_4_934*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3624" 3624 "BB_A_3810_3_590*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3625" 3625 "BF_A_13907_3_44*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"3626" 3626 "BM_B_23180_4_446*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3627" 3627 "BM_A_34499_4_37*" 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1
"3628" 3628 "BF_A_3660_3_721*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"3629" 3629 "BF_B_27606_3_729*" 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
"3630" 3630 "BX_A_111211_3_436*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3631" 3631 "BM_A_849_4_675*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"3632" 3632 "BF_B_11681_3_839*" 3 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1
"3633" 3633 "BF_A_18388_3_117*" 71 0 0 0 0 0 0 0 0 1 1 9 10 1 0 17 19 1 0 6 6
"3634" 3634 "BB_A_4785_3_106*" 8 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 2 0 0 1 1
"3635" 3635 "BF_B_14350_3_51*" 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0
"3636" 3636 "BM_B_5382_4_219*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"3637" 3637 "BM_A_25055_4_706*" 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 1 0
"3638" 3638 "BM_A_28867_4_956*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3639" 3639 "BM_B_37994_4_218*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3640" 3640 "BM_A_3396_4_611*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"3641" 3641 "BB_B_16806_3_316*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"3642" 3642 "BF_B_2672_3_806*" 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"3643" 3643 "BB_B_975_3_404*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"3644" 3644 "BX_B_238027_3_348*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"3645" 3645 "AX_B_19144_2_716*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3646" 3646 "BF_A_5615_3_837*" 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"3647" 3647 "AX_B_14823_2_53*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3648" 3648 "AX_A_18432_2_327*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3649" 3649 "BU_B_154557_4_242*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"3650" 3650 "AX_B_5909_2_284*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3651" 3651 "BX_B_179243_3_212*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"3652" 3652 "BF_A_6435_3_279*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"3653" 3653 "AX_A_11960_2_113*" 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"3654" 3654 "BX_A_224509_3_150*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3655" 3655 "BU_A_79986_4_201*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"3656" 3656 "AX_A_19046_2_973*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3657" 3657 "BF_B_11910_3_387*" 5 0 0 0 0 0 0 1 0 0 0 2 1 0 0 0 0 1 0 0 0
"3658" 3658 "BU_A_86227_4_589*" 5 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 2 0 0 0
"3659" 3659 "BB_B_22157_3_608*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"3660" 3660 "BF_B_15523_3_951*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3661" 3661 "AX_A_29332_2_646*" 2 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
"3662" 3662 "BX_A_155913_3_424*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3663" 3663 "BB_A_18353_3_179*" 3 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
"3664" 3664 "BB_A_11246_3_997*" 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"3665" 3665 "BF_A_6394_3_918*" 4 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0
"3666" 3666 "BF_A_1850_3_898*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"3667" 3667 "AX_B_10885_2_435*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3668" 3668 "AX_B_23549_2_168*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3669" 3669 "BU_B_139899_4_465*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"3670" 3670 "AX_B_40995_2_384*" 5 0 0 0 0 0 0 1 1 0 0 0 1 0 0 2 0 0 0 0 0
"3671" 3671 "AX_A_1706_2_673*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3672" 3672 "AX_A_18427_2_154*" 37 0 0 0 0 0 0 13 12 0 0 1 1 0 0 4 3 1 0 1 1
"3673" 3673 "AX_A_27724_2_258*" 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
"3674" 3674 "BM_B_48687_4_619*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3675" 3675 "AX_A_14745_2_928*" 3 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0
"3676" 3676 "AX_A_24220_2_813*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3677" 3677 "AX_B_18336_2_755*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3678" 3678 "AX_A_6423_2_672*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3679" 3679 "BU_A_67651_4_809*" 3 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0
"3680" 3680 "AX_B_10655_2_894*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3681" 3681 "BU_B_129605_4_649*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"3682" 3682 "BX_A_55433_3_639*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3683" 3683 "AX_B_13695_2_664*" 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"3684" 3684 "AX_A_3899_2_842*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3685" 3685 "BU_B_166369_4_351*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"3686" 3686 "BX_A_112997_3_789*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"3687" 3687 "AX_B_18957_2_942*" 5 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0
"3688" 3688 "AX_A_20356_2_775*" 5 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 1 0 0
"3689" 3689 "AX_B_33517_2_124*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3690" 3690 "AX_B_3339_2_528*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3691" 3691 "AX_B_5207_2_97*" 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"3692" 3692 "AX_B_41647_2_977*" 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
"3693" 3693 "BM_B_38401_4_165*" 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0
"3694" 3694 "BU_B_119074_4_547*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"3695" 3695 "BM_B_26382_4_435*" 22 0 0 0 0 0 0 9 4 0 0 1 1 0 0 1 3 0 2 1 0
"3696" 3696 "AX_A_20758_2_263*" 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0
"3697" 3697 "AX_B_9641_2_933*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3698" 3698 "BM_A_27795_4_589*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3699" 3699 "AX_B_25738_2_436*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3700" 3700 "AX_A_19952_2_302*" 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"3701" 3701 "BB_A_15432_3_759*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3702" 3702 "AX_A_15013_2_589*" 12 0 0 0 0 0 0 2 3 0 0 0 1 0 0 2 3 0 1 0 0
"3703" 3703 "AX_B_37400_2_374*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3704" 3704 "AX_B_38654_2_628*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3705" 3705 "AX_B_1583_2_546*" 7 0 0 0 0 0 0 1 3 0 0 0 0 0 0 1 0 0 2 0 0
"3706" 3706 "AX_B_8757_2_280*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3707" 3707 "BM_A_20396_4_495*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3708" 3708 "AX_A_7764_2_873*" 10 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0 0 1 2 0 0
"3709" 3709 "AX_B_7156_2_192*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3710" 3710 "AX_B_40707_2_151*" 7 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 1 0 0
"3711" 3711 "AX_B_12055_2_170*" 6 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 1 0 0
"3712" 3712 "AX_B_15140_2_233*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3713" 3713 "BM_B_13251_4_172*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"3714" 3714 "BB_A_6630_3_296*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"3715" 3715 "AX_A_23148_2_898*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3716" 3716 "AX_A_8172_2_887*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3717" 3717 "AX_B_37140_2_886*" 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 1 0 0 0
"3718" 3718 "BM_B_41256_4_613*" 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 2
"3719" 3719 "BF_B_4065_3_502*" 3 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0
"3720" 3720 "AX_B_13198_2_138*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3721" 3721 "AX_B_25581_2_895*" 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0
"3722" 3722 "AX_A_6678_2_679*" 12 0 0 0 0 0 0 3 7 0 0 1 0 0 0 0 0 1 0 0 0
"3723" 3723 "AX_B_11463_2_449*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3724" 3724 "BF_A_11972_3_507*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"3725" 3725 "BM_A_32354_4_394*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"3726" 3726 "BU_A_88590_4_430*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"3727" 3727 "AX_B_19652_2_610*" 4 0 0 0 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0
"3728" 3728 "AX_A_3196_2_881*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3729" 3729 "AX_A_15068_2_243*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"3730" 3730 "AX_A_26330_2_50*" 95 0 0 0 0 0 0 20 22 0 1 5 4 0 0 10 14 5 6 6 2
"3731" 3731 "BM_A_10765_4_991*" 11 0 0 0 0 0 0 2 2 0 0 0 2 0 0 2 1 1 0 0 1
"3732" 3732 "AX_B_1195_2_366*" 8 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 1 2 1
"3733" 3733 "BF_B_27002_3_422*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"3734" 3734 "BM_A_11799_4_839*" 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0
"3735" 3735 "AX_B_38477_2_681*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3736" 3736 "AX_B_18539_2_529*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3737" 3737 "AX_B_15690_2_533*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3738" 3738 "AX_B_1458_2_952*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3739" 3739 "AX_B_18417_2_123*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3740" 3740 "AX_B_21480_2_352*" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"3741" 3741 "BU_B_141326_4_818*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"3742" 3742 "BX_B_73330_3_162*" 6 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 0 1
"3743" 3743 "BM_A_7285_4_515*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
